Category,Location,Investors
Education,Bhopal,"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network."
ECommerce,Noida,Dinesh Agarwal
Consumer Internet,Bangalore,Undisclosed
Consumer Internet,Mumbai,Tata Capital Innovation Fund
BFSI,Bangalore,Ratan Tata
Real Estate,Gurgaon,"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini"
Technology,Bangalore,"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems"
Consumer Internet,Ahmedabad,"Arjun Handa, Amit Jindal, Nagendra Chaudhary"
Healthcare,Pune,"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel"
Education,Gurgaon,"SIDBI Venture Capital Limited, YourNest Angel Fund"
Education,New Delhi,Ankur Gupta
Consumer Internet,Bangalore,Myntra/LivSpace Founders
Consumer Internet,Gurgaon,Undisclosed Investors
Consumer Internet,Bangalore,Idein Ventures
Education,Jaipur,Newbie Promoter Pvt Ltd
Consumer Internet,Gurgaon,Ctrip.com International Ltd
ECommerce,Bangalore,Lightbox Ventures
Consumer Internet,Bangalore,"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others"
Education,Mumbai,GBIM Technologies Pvt Ltd
Consumer Internet,Gurgaon,Arun Chandra Mohan
ECommerce,Bangalore,Undisclosed investors
ECommerce,Gurgaon,"Nahata Family, Waheed Alli"
Consumer Internet,New Delhi,"500 Startups, Mato Peric, TracxnLabs"
Consumer Internet,Bangalore,"Zodius Capital, Lightspeed Venture Partners"
ECommerce,Bangalore,"TV Mohandas Pai, LetsVenture"
Consumer Internet,Mumbai,Ranjan Mahtani
ECommerce,Gurgaon,"GIC, Tiger Global Management, Nexus Venture Partners"
Consumer Internet,New Delhi,"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others"
Technology,Bangalore,"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office"
Consumer Internet,Mumbai,"Equity Crest, Vinners, Sparknext"
Consumer Internet,Mumbai,"Temasek Holdings, March Capital, Warburg Pincus"
Consumer Internet,Bangalore,Shiva Ashok & Other unnamed investors
Consumer Internet,New Delhi,Unicorn India Ventures
Consumer Internet,Hyderabad,"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang"
Healthcare,Mumbai,"SAIF Partners, India Quotient"
Healthcare,Mumbai,RoundGlass Partners
Consumer Internet,Bangalore,Amod Malviya
ECommerce,Bangalore,"Mustafa Wajid, Umang Kumar & Others"
Consumer Internet,Gurgaon,Indian Angel Network
Technology,Gurgaon,"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni"
Healthcare,Bangalore,Cipher-Plexus Capital Advisors & Indian HNIs
Consumer Internet,Gurgaon,"Varun Khurana, Samar Singla, Vinay Bansal,"
Consumer Internet,Bangalore,"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad"
Consumer Internet,Mumbai,Times Group
Consumer Internet,Noida,Abhinav Mathur
Consumer Internet,Mumbai,Sanjay Mehta
Consumer Internet,Mumbai,Huzaifa Khorakiwala
Consumer Internet,New Delhi,"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups"
Consumer Internet,Bangalore,"Harmony Partners, RB Investments & existing investors"
Consumer Internet,Bangalore,Flipkart
Consumer Internet,Gurgaon,Ratan Tata
Consumer Internet,New Delhi,Anand Chandrasekaran & Others
ECommerce,New Delhi,"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal"
Technology,Mumbai,"Omidyar Network,"
Consumer Internet,New Delhi,Umang Kumar
Finance,Chennai,"Lemelson Foundation, Michael and Susan Dell Foundation"
Consumer Internet,New Delhi,500 Startups
ECommerce,New Delhi,Trifecta Capital
ECommerce,Mumbai,Alpha Capital
ECommerce,New Delhi / US,Undisclosed US Based Investors
Consumer Internet,Mumbai / UK,Sa\\xc3\\xafd Business School Seed Fund.
Healthcare,Mumbai,"Farooq Adam, Ambi Parameswaran,"
ECommerce,Pune,Ratan Tata
Consumer Internet,Bangalore,Rob Chandra
Consumer Internet,Noida,Unilazer Ventures
Consumer Internet,Mumbai,SoftBank Corp
Technology,Bangalore,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran"
Consumer Internet,Kanpur,Kanpur Angels & Others
Consumer Internet,Bangalore,GIC
ECommerce,Bangalore,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures"
Consumer Internet,Gurgaon,Chandigarh Angels Funding
Consumer Internet,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat"
Technology,Bangalore,The Chennai Angels
Technology,Mumbai,APIS Partners
Technology,Bangalore,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV"
Healthcare,Gurgaon,Purvi Ventures
Consumer Internet,Mumbai,Venture Catalysts
Consumer Internet,Gurgaon,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital"
ECommerce,New Delhi,GPA group
ECommerce,Siliguri,Ratan Tata
ECommerce,Gurgaon,Puneet Dalmia
Technology,Bangalore,Undisclosed investors
ECommerce,Bangalore,Lalit Mangal & Others
Technology,Hyderabad,Un disclosed investors
FMCG,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam"
Consumer Interne,Bangalore,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs"
Technology,Bangalore,Foxconn Technology Group & Others
Consumer Internet,New Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi"
Consumer Internet,Jodhpur,Idein Ventures
Consumer Internet,Noida,Maple Capital Advisors
Consumer Internet,Bangalore,"TermSheet, ah! Ventures"
Consumer Internet,Bangalore,"Zodius Technology Fund, Lightspeed Venture Partners"
ECommerce,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital"
Technology,New Delhi,Info Edge (India) Ltd
Consumer Internet,Hyderabad,Lead Angel Network
Technology,Hyderabad,Vineet Nalla
Consumer Internet,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah"
Consumer Internet,New Delhi,Indian Angel Network
Online Education Information platform,Jaipur,GirnarSoft
Brand Licensing Startup,Mumbai,YouWeCan Ventures
Gourmet Food Discovery & Delivery platform,Gurgaon,growX ventures
Transportation & Logistics Platform,Mumbai,Frontline Strategy
Enterprise Marketing Automation platform,New Delhi,"Aarin Capital Partners, TV Mohandas Pai"
"Health, Wellness & Beauty Services App",Hyderabad,
Digital Healthcare,New Delhi,Pankaj Gupta
Last Minute Hotel Booking App,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna"
Womens Fashion Wear Portal,New Delhi,"The Saha Fund, TV Mohandas Pai"
Product Learning platform,Bangalore,CIO Angel Network (CAN)
Online Food ordering & Delivery platform,New Delhi,Undisclosed investors
App based Bus Pooling Services,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund"
Social Learning Platform,New Delhi,Chandigarh Angel Network (CAN)
Social Fitness platform,Mumbai,Beerud Sheth and Ravi Mantha
On Demand Mobile app developer,Kolkata,GHV Accelerator
Car Maintenance & Management mobile app,Gurgaon,GHV Accelerator
Online Wedding Marketplace,New Delhi,CerraCap
Splitting Bills Mobile App,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,"
IOT Energy Management Analytics platform,Gurgaon,Blume Ventures
Custom Made furniture e-tailer,Hyderabad,Agnus Capital
QSR Chain,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures"
eLearning platform,Mumbai,Vidyadhar Sarfare
Smart Safety Wearable Devices,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani"
Cab Sharing service Mobile app,Mumbai,Gopal Aggarwal
Cloud Enterprise Mobility Platform,New Delhi,Undisclosed investors
Online Shopping Assistant Mobile app,New Delhi,Shopclues
Home Cooked Food Order & Delivery platform,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie"
Online School for Analytics learning,Bangalore,Manipal Global Education Services
Chat based personal Assistant App,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon"
Picture creation & Social mobile app,Mumbai,Undisclosed Investor
Nonbanking finance company,New Delhi,"SAIF Partners, Accion"
eCommerce returns etailer,Chandigarh,Chandigarh Angels Network
Online Freight Services Aggregator,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart"
Online Branded Furniture etailer,Bangalore,Bren Corporation
Digital Analytics Platform,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India"
Internet Network Infrastructure Services,New Delhi,GrowX Ventures
Supply Chain & Logistics Solutions,New Delhi,CLSA Capital Partners ARIA IV Funds
Holiday Resort Chain,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar"
Mobile Point of Sale solutions,Hyderabad,Mitesh Majithia
Peer-to-Peer Money Transfer & Recharge App,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other"
Test Automation SAAS platform,Hyderabad/USA,"Sashi Reddi, Gabriel Investments"
Citizens Engagement Platform,Noida,Anand Mahindra
Indoor Navigation & Analytics Solutions,Mumbai,Undisclosed investors
Hyperlocal On-Demand Household Services platform,Gurgaon,Ratan Tata
Online RTI application services,Bangalore,"LetsVenture, Mohandas Pai"
ECommerce Website Creation SAAS platform,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell
Wedding Venues & Vendors Marketplace,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar"
Interface development platform for Government officials,Bangalore,"Sachin Bansal, Binny Bansal"
Modular Furnishings Marketplace,Bangalore,"Accel Partners India, RB Investments"
Private Jet Bookings Marketplace,Bangalore,Puneet Dalmia
Cab search Comparison & Booking platform,New Delhi,Prashanth Ranganathan
Performance Optimization Platform for athletes,Boston,Infosys
Event Venue Booking Platform,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath"
Digital Media Platform,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network"
visual search and discovery platform,Bangalore / Palo Alto,Undisclosed
Home services marketplace,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners"
End to End reverse logistics Solution platform,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others"
Virtual Health consultation app,Mumbai,Unilazer
Online Renting platform,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar"
Logistics Services Provider,Gurgaon,SAIF Partners and others
Data Science & UX design Learning platform,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital"
Online marketplace for Chef Meals,Bangalore,Kalaari Capital
Electric Bike Manufacturers,Coimbatore,Kris Gopalakrishnan & Others
ECommerce platform solutions,New Delhi,Turning Ideas
Online Media Publication,Bangalore,Quintillion Media
International Hiring Platform,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra"
Logistics Service Provider Marketplace,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors"
Hyperlocal\\xc2\\xa0 Grocery Delivery Service,Gurgaon,Innoven Capital
Sports Education Platform,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports"
"Bike, Appliances Renting marketplace",Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare"
Online Marketplace for Industrial Goods,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam"
Reward points mobile app,Gurgaon,Dinesh Agarwal
Mobile accessories online store,Hyderabad,Palred Technologies Ltd
Content Discovery & reward points platform,Gurgaon,HT Digital Media Holdings Ltd
Artificial Intelligence platform,Mumbai,"YourNest Angel Fund, Venture Nursery"
Medical Consultation & Doctor appointment booking platform,Gurgaon,"Rishi Parti, BrahmaX Ventures"
Mobile Fitness App,Goa,Medi Assist
"Digital Coupons, Deal & Cashback aggregator app",Mumbai,Vectr Ventures
Mobile Game development & Design platform,Bangalore,"Blume Ventures, Flipkart"
B2B eCommerce Marketplace,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund"
Furniture and appliances rental platform,Gurgaon,Jitendra Gupta
B2B Merchandize platform,Mumbai,Collaborative Licensing Ventures LLP
Real Estate focused Tech platform,Gurgaon,"Umang Kumar, Ruchir Arora & others"
Photographer Online search & booking platform,Bangalore,Info Edge (India) Ltd
Grocery Delivery platform,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil"
Mobile Car Servicing appointment app,Bangalore,SAIF Partners
New Curation Mobile App,Bangalore,Mahavir Pratap Sharma
Mobile Wallet,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital"
Interface development platform for Government officials,Bangalore,Yuvraj Singh
Online Food Ordering & Delivery platform,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs"
Bus Aggregation and rental mobile app,Mumbai,IDG Ventures
hyperlocal online Services platform,Noida,Times Group Brand Capital
WiFi \xe2\x80\x93 first Cloud communication platform,Mumbai,Ratan Tata
Alternate Mobile Monetization platform,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh"
Online Food Ordering Marketplace,Vadodara,"Varun Ahuja, Anubhav Verma"
Quick Service Restaurant & Online Delivery,Mumbai,Riqueza Capital
Online Loans Marketplace,Mumbai,
Budget Hotels Aggregator,New Delhi,Dheeraj Jain & Others
Efficient Energy Management platform,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures"
Digital Intelligent learning platform,Mumbai,ah! Ventures
Voice Call incentivization mobile app,New Delhi,CIO Angel Network
Online Counselling and psychological support platform,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan"
Domestic Help Aggregation platform,Mumbai,Vineel Nalla & Others
Home Stay & room rentals platform,Goa,Undisclosed investors
Selfie Mobile App,New Delhi,SAIF Partners & others
Online Reputation Management Platform,Gurgaon,Indian Angel Network
Online Grocery platform,Gurgaon,Undisclosed HNIs
Online content platform for women,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups"
Online Vehicle Spare Parts etailer,Pune,"Hyderabad Angels, M&S Partners"
Event Ticketing platform,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia"
affordable Personal Healthcare Products,Noida,Saina Nehwal
Premium dining Lounges & restaurants,Gurgaon,Chandralekha Construction Pvt. Ltd.
Mobile Growth Hacking\\nPlatform,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others"
Skill Training Startup,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund"
Beauty and Wellness Marketplace,Mumbai,Info Edge
Marketplace App for Bangkok,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon"
On-demand Maids Service Provider,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram"
eCommerce Product Search Engine,Mumbai,undisclosed investor
Ready to cook packaged Foods,Mumbai,"SAIF Partners, Haresh Chawla"
Product Customization Platform,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office
Branded Food products online sales,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures"
Talent platform for Fashion professionals,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa"
Auto Insurance Online platform,Gurgaon,Mount Nathan Advisors Pte Ltd
Hyperlocal Logistics Service Provider,Mumbai,Sixth Sense Ventures
Cricket Management Mobile Game,Hyderabad,Chennai Angels
On Demand Laundry Service platform,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs"
Ecommerce Discount & Cashback coupons platform,Gurgaon,Kalaari Capital
Virtual Reality Headset creator,Bangalore,"Astarc Ventures, 50K Ventures & others"
Home Improvement Service platform,Hyderabad,Logtally
mobile-only tasks marketplace,New Delhi,Times Internet
Women Ethnic Wear\\xc2\\xa0 Online Marketplace,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto"
Numerical Computing & Data Science Platform,Bangalore,Gordon and Betty Moore Foundation
Designer fashion Jewellery Marketplace,Bangalore,Jitu Virwani
Online Products Discovery Platform,Gurgaon,"Rimpal Chawla, Anuj Srivastava"
Kids Tool kit for Innovation platform,Bangalore,Ravi Krishnamurthy
Mobile Learning Solutions,Noida / Singapore,Enablers platform
Car Aggregator & Retail Mobile App,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi"
conversational commerce mobile app,Bangalore,Nexus Venture Partners
Viral Content web Platform,New Delhi,Kalaari Capital
Express local delivery platform,Bangalore,"Inara Capital , Rishi Khiani"
On-Demand Local Logistics provider,New Delhi,Palaash Ventures
Curated Freelancer Marketplace,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal"
Online Taxi Rental Platform,Noida,ah! Ventures
Mobile Services Marketplace,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners"
Smartwatch Maker,Belgaum,Karnataka Semiconductor Venture Capital firm
Online Gourmet Food Marketplace,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal."
Online Jewellery etailer,New Delhi,Indian Angel Network
Sales & Productivity Software,Pune / US,New Enterprise Associates
ecommerce related software product platform,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal"
Health-Tech platform,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others"
Nightlife Discovery Mobile App,Mumbai,Undisclosed investors
Online Real Estate Marketplace,Bangalore,Hampton Capital
"Home Healthcare Services platform,",New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy"
Indian Ethnic Crafts Etailer,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran"
Social platform for traders and investors,Bangalore,Undisclosed investors
"Online Furniture, Home Appliances Rental Platform",Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India"
Healthcare Services Discovery platform,Bangalore,Anil Menon
Health and Beauty Services Marketplace,Gurgaon,Swastika
Automotive Services platform,New Delhi,Manish Gupta
Online and TV Shopping Marketplace,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank"
Big Data Analytics Platform,Chennai/ Singapore,Ratan Tata
Mobile App based Loan disbursement platform,Mumbai,Ashok Agarwal
On Demand Laundry Services App,New Delhi,"Raghu Khanna, Sameer Gupta"
Education Content Provider,New Delhi,IFC Everstone Group
Content Management Software Solutions,Chennai,Earlsfield Capital
Fitness Tracking Management Solutions,Mumbai,"New Enterprise Associates, Cheetah Mobile"
Hyper-local Grocery Delivery platform,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers"
Hyperlocal healthcare product Delivery Service provider,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA)."
